titulo,ubicacion,precio,caracteristicas,area_m2,habitaciones,banos,parqueaderos,url,codigo,pagina,numero_en_pagina
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$3.550.000,"70 m²
2 hab.
2 bañ.
1 par.",70,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-aguacatala-2-habitaciones-2-banos-1-garajes/687-M5428218,687-M5428218,93,22
"Apartamento en Arriendo, BELEN, Medellín",BELEN | Suroccidente | Medellín,$2.850.000,"60 m²
2 hab.
2 bañ.
1 par.",60,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-diego-echavarria-2-habitaciones-2-banos-1-garajes/12116-M5832247,12116-M5832247,93,23
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$3.750.000,"59 m²
1 hab.
2 bañ.
1 par.",59,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-1-habitaciones-2-banos-1-garajes/687-M5708017,687-M5708017,93,24
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$9.700.000,"154 m²
3 hab.
4 bañ.
2 par.",154,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-3-habitaciones-4-banos-2-garajes/687-M5251685,687-M5251685,93,25
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$10.600.000,"157 m²
3 hab.
4 bañ.
3 par.",157,3,4,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-3-habitaciones-4-banos-3-garajes/687-M4202348,687-M4202348,93,26
"Oficina en Arriendo, BELEN, Medellín",BELEN | Suroccidente | Medellín,$5.000.000,"130 m²
2 bañ.",130,,2,,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-el-nogal-los-almendros-2-banos/687-M5047895,687-M5047895,93,27
"Oficina en Arriendo, BELEN, Medellín",BELEN | Suroccidente | Medellín,$8.200.000,"157 m²
3 bañ.
1 par.",157,,3,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-miravalle-3-banos-1-garajes/12116-M4472999,12116-M4472999,93,28
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$5.700.000,"120 m²
2 hab.
2 bañ.
1 par.",120,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-naranjos-2-habitaciones-2-banos-1-garajes/687-M4975308,687-M4975308,93,29
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$10.700.000,"186 m²
3 hab.
4 bañ.
2 par.",186,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-3-habitaciones-4-banos-2-garajes/687-M5282026,687-M5282026,93,30
"Oficina en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$8.000.000,"65 m²
1 bañ.
1 par.",65,,1,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-alejandria-1-banos-1-garajes/687-M6005785,687-M6005785,93,31
"Oficina en Arriendo, EL POBLADO, Medellín",EL POBLADO | Nororiente | Medellín,$5.200.000,"66 m²
1 bañ.
3 par.",66,,1,3,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-asomadera-no.2-1-banos-3-garajes/687-M4811689,687-M4811689,93,32
"Oficina en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$3.500.000,"38 m²
1 bañ.
1 par.",38,,1,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-altos-del-poblado-1-banos-1-garajes/687-M6026513,687-M6026513,93,33
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$5.250.000,"66 m²
2 hab.
2 bañ.
1 par.",66,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-castillo-2-habitaciones-2-banos-1-garajes/687-M4715018,687-M4715018,93,34
"Apartamento en Venta y Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$1.350.000.000,"219 m²
3 hab.
4 bañ.
3 par.",219,3,4,3,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-el-poblado-3-habitaciones-4-banos-3-garajes/687-1370020,687-1370020,93,35
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$13.800.000,"150 m²
3 hab.
4 bañ.
2 par.",150,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-3-habitaciones-4-banos-2-garajes/687-M4984071,687-M4984071,93,36
"Oficina en Arriendo, LAURELES, Medellín",LAURELES | Noroccidente | Medellín,$12.800.000,"242 m²
3 bañ.
2 par.",242,,3,2,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-los-conquistadores-3-banos-2-garajes/687-M4756390,687-M4756390,93,37
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$4.200.000,"94 m²
3 hab.
2 bañ.
2 par.",94,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-2-banos-2-garajes/687-M5596065,687-M5596065,93,38
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$3.650.000,"108 m²
3 hab.
2 bañ.
2 par.",108,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-diamante-no.2-3-habitaciones-2-banos-2-garajes/687-M5043126,687-M5043126,93,39
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$4.500.000,"77 m²
2 hab.
2 bañ.
1 par.",77,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-2-habitaciones-2-banos-1-garajes/687-M4170349,687-M4170349,93,40
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$3.600.000,"96 m²
3 hab.
3 bañ.
1 par.",96,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-3-banos-1-garajes/687-M4683610,687-M4683610,93,41
"Apartamento en Arriendo, LA ABADIA, Medellín",LA ABADIA | Otros | Medellín,$4.300.000,"90 m²
2 hab.
3 bañ.
2 par.",90,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-esmeraldal-2-habitaciones-3-banos-2-garajes/16174-M5783662,16174-M5783662,93,42
"Casa en Arriendo, Las Mercedes, Medellín",Las Mercedes | Suroccidente | Medellín,$2.800.000,"180 m²
5 hab.
3 bañ.",180,5,3,,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-las-mercedes-5-habitaciones-3-banos/13934-M6003430,13934-M6003430,93,43
"Apartamento en Arriendo, ALEJANDRIA, Medellín",ALEJANDRIA | Suroriente | Medellín,$9.500.000,"215 m²
3 hab.
4 bañ.
2 par.",215,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-3-habitaciones-4-banos-2-garajes/16174-M5644112,16174-M5644112,93,44
"Apartamento en Arriendo, Poblado Altos Del Poblado, Medellín",Poblado Altos Del Poblado | Suroriente | Medellín,$4.200.000,"120 m²
3 hab.
3 bañ.
2 par.",120,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-las-lomas-no.2-3-habitaciones-3-banos-2-garajes/17556-M5220170,17556-M5220170,93,45
"Apartamento en Arriendo, CASTROPOL, Medellín",CASTROPOL | Suroriente | Medellín,$6.500.000,"135 m²
3 hab.
4 bañ.
2 par.",135,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-4-banos-2-garajes/16174-M5833103,16174-M5833103,93,46
"Local Comercial en Arriendo, Lleras, Medellín",Lleras | Medellín,$20.000.000,"453 m²
3 bañ.",453,,3,,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-lleras-3-banos/17017-M5956479,17017-M5956479,93,47
"Apartamento en Arriendo, Los Colores, Medellín",Los Colores | Medellín,$2.500.000,"58 m²
3 hab.
2 bañ.
1 par.",58,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-colores-3-habitaciones-2-banos-1-garajes/18597-M6041573,18597-M6041573,93,48
"Apartamento en Arriendo, Laureles, Medellín",Laureles | Medellín,$24.000.000,"444 m²
5 hab.
5 bañ.
2 par.",444,5,5,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-5-habitaciones-5-banos-2-garajes/18597-M6041447,18597-M6041447,93,49
"Apartamento en Arriendo, Calasanz, Medellín",Calasanz | Medellín,$4.000.000,"230 m²
3 hab.
2 bañ.
1 par.",230,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-calasanz-3-habitaciones-2-banos-1-garajes/18597-M6041375,18597-M6041375,93,50
"Apartamento en Arriendo, Laureles, Medellín",Laureles | Medellín,$5.500.000,"175 m²
3 hab.
3 bañ.
2 par.",175,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-3-habitaciones-3-banos-2-garajes/18597-M6041399,18597-M6041399,93,51
"Oficina en Arriendo, Poblado, Medellín",Poblado | Medellín,$8.600.000,"97 m²
2 bañ.
1 par.",97,,2,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-poblado-2-banos-1-garajes/98-M6062908,98-M6062908,93,52
"Apartamento en Arriendo, Poblado Castropol, Medellín",Poblado Castropol | Medellín,$6.700.000,"90 m²
2 hab.
3 bañ.
1 par.",90,2,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-castropol-2-habitaciones-3-banos-1-garajes/18597-M6041413,18597-M6041413,93,53
"Apartamento en Arriendo, Santa Monica, Medellín",Santa Monica | Medellín,$2.300.000,"100 m²
3 hab.
2 bañ.
1 par.",100,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-monica-3-habitaciones-2-banos-1-garajes/17143-M5627340,17143-M5627340,94,1
"Apartamento en Arriendo, Poblado, Medellín",Poblado | Medellín,$11.500.000,"220 m²
3 hab.
5 bañ.
2 par.",220,3,5,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-3-habitaciones-5-banos-2-garajes/19797-M5969784,19797-M5969784,94,2
"Apartamento en Arriendo, Medellin, Medellín",Medellin | Medellín,$4.900.000,"61 m²
1 hab.
2 bañ.
1 par.",61,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-medellin-1-habitaciones-2-banos-1-garajes/11813-M5986681,11813-M5986681,94,3
"Oficina en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$10.000.000,"100 m²
2 bañ.
2 par.",100,,2,2,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-los-balsos-no1-2-banos-2-garajes/687-M6050479,687-M6050479,94,4
"Apartamento en Arriendo, BELEN, Medellín",BELEN | Suroccidente | Medellín,$4.000.000,"95 m²
3 hab.
2 bañ.
1 par.",95,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-de-los-bernal-3-habitaciones-2-banos-1-garajes/12116-M4847934,12116-M4847934,94,5
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$4.800.000,"90 m²
3 hab.
2 bañ.
1 par.",90,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-2-banos-1-garajes/687-M5047162,687-M5047162,94,6
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$8.850.000,"87 m²
2 hab.
3 bañ.
2 par.",87,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-2-habitaciones-3-banos-2-garajes/687-M4778157,687-M4778157,94,7
"Consultorio en Arriendo, EL POBLADO, Medellín",EL POBLADO | Otros | Medellín,$10.500.000,"74 m²
2 bañ.
2 par.",74,,2,2,https://www.metrocuadrado.com/inmueble/arriendo-consultorio-medellin-simesa-2-banos-2-garajes/687-M5809162,687-M5809162,94,8
"Oficina en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$2.800.000,"30 m²
1 bañ.",30,,1,,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-san-diego-1-banos/687-M4954868,687-M4954868,94,9
"Local Comercial en Arriendo, Barrio Sevilla, Medellín",Barrio Sevilla | Medellín,$13.090.000,"138 m²
2 bañ.",138,,2,,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-barrio-sevilla-2-banos/20625-M5987817,20625-M5987817,94,10
"Oficina en Arriendo, LOS ROSALES, Medellín",LOS ROSALES | Suroccidente | Medellín,$4.800.000,"180 m²
5 bañ.",180,,5,,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-rosales-5-banos/687-M4568320,687-M4568320,94,11
"Apartamento en Arriendo, LA AMERICA, Medellín",LA AMERICA | Noroccidente | Medellín,$3.100.000,"137 m²
3 hab.
3 bañ.",137,3,3,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simon-bolivar-3-habitaciones-3-banos/12116-M5548459,12116-M5548459,94,12
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$3.350.000,"68 m²
2 hab.
2 bañ.
1 par.",68,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-villa-carlota-2-habitaciones-2-banos-1-garajes/687-M4898230,687-M4898230,94,13
"Consultorio en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$5.400.000,"32 m²
1 bañ.
1 par.",32,,1,1,https://www.metrocuadrado.com/inmueble/arriendo-consultorio-medellin-san-diego-1-banos-1-garajes/687-M5953926,687-M5953926,94,14
"Apartamento en Arriendo, BELEN LOMA DE LOS BERNAL, Medellín",BELEN LOMA DE LOS BERNAL | Suroccidente | Medellín,$3.800.000,"80 m²
3 hab.
2 bañ.
1 par.",80,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-3-habitaciones-2-banos-1-garajes/12116-M5293604,12116-M5293604,94,15
"Apartamento en Arriendo, Poblado, Medellín",Poblado | Suroriente | Medellín,$4.200.000,"97 m²
3 hab.
2 bañ.
1 par.",97,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-2-banos-1-garajes/21136-M6060593,21136-M6060593,94,16
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$9.000.000,"190 m²
3 hab.
4 bañ.
3 par.",190,3,4,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-diamante-no.2-3-habitaciones-4-banos-3-garajes/687-M5587514,687-M5587514,94,17
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$5.200.000,"98 m²
3 hab.
3 bañ.
1 par.",98,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-3-habitaciones-3-banos-1-garajes/687-M5654650,687-M5654650,94,18
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$4.400.000,"67 m²
1 hab.
2 bañ.
1 par.",67,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no2-1-habitaciones-2-banos-1-garajes/687-M6046555,687-M6046555,94,19
"Bodega en Arriendo, LA CANDELARIA, Medellín",LA CANDELARIA | Nororiente | Medellín,$13.000.000,240 m²,240,,,,https://www.metrocuadrado.com/inmueble/arriendo-bodega-medellin-el-chagualo/687-M4856088,687-M4856088,94,20
"Oficina en Arriendo, LAURELES, Medellín",LAURELES | Noroccidente | Medellín,$6.200.000,"200 m²
4 bañ.",200,,4,,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-estadio-4-banos/12116-M5102676,12116-M5102676,94,21
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$4.100.000,"94 m²
3 hab.
2 bañ.
1 par.",94,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-2-banos-1-garajes/687-M4855656,687-M4855656,94,22
"Local Comercial en Arriendo, Poblado, Medellín",Poblado | Medellín,$3.800.000,"60 m²
1 bañ.",60,,1,,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-poblado-1-banos/20384-M6067085,20384-M6067085,94,23
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$4.700.000,"143 m²
3 hab.
3 bañ.
2 par.",143,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-3-banos-2-garajes/687-M5654605,687-M5654605,94,24
"Apartamento en Arriendo, LAURELES, Medellín",LAURELES | Centro | Medellín,$3.650.000,"107 m²
3 hab.
2 bañ.
1 par.",107,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-conquistadores-3-habitaciones-2-banos-1-garajes/12116-M5498436,12116-M5498436,94,25
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$5.700.000,"143 m²
3 hab.
3 bañ.
2 par.",143,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-3-banos-2-garajes/687-M5654561,687-M5654561,94,26
"Oficina en Arriendo, LAURELES, Medellín",LAURELES | Noroccidente | Medellín,$10.000.000,"400 m²
4 bañ.
1 par.",400,,4,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-los-conquistadores-4-banos-1-garajes/12116-M5028270,12116-M5028270,94,27
"Apartamento en Arriendo, El Poblado, Medellín",El Poblado | Suroriente | Medellín,$8.000.000,"78 m²
1 hab.
1 bañ.
2 par.",78,1,1,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-1-habitaciones-1-banos-2-garajes/20765-M6000139,20765-M6000139,94,28
"Oficina en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$7.200.000,"110 m²
2 bañ.
3 par.",110,,2,3,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-el-diamante-no.2-2-banos-3-garajes/687-M4854841,687-M4854841,94,29
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$4.400.000,"90 m²
2 hab.
2 bañ.
2 par.",90,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-2-habitaciones-2-banos-2-garajes/687-M4689362,687-M4689362,94,30
"Casa en Arriendo, BELEN, Medellín",BELEN | Suroccidente | Medellín,$3.500.000,"80 m²
3 hab.
3 bañ.
1 par.",80,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-la-mota-3-habitaciones-3-banos-1-garajes/12116-M5954235,12116-M5954235,94,31
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Otros | Medellín,$3.950.000,"78 m²
2 hab.
2 bañ.
1 par.",78,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-2-habitaciones-2-banos-1-garajes/687-M6002958,687-M6002958,94,32
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$4.650.000,"140 m²
3 hab.
3 bañ.
1 par.",140,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-3-banos-1-garajes/687-M5084322,687-M5084322,94,33
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$4.800.000,"98 m²
2 hab.
2 bañ.
1 par.",98,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-2-habitaciones-2-banos-1-garajes/687-M4762110,687-M4762110,94,34
"Oficina en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$4.700.000,"52 m²
1 bañ.
2 par.",52,,1,2,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-patio-bonito-1-banos-2-garajes/687-M4487439,687-M4487439,94,35
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$3.550.000,"63 m²
2 hab.
2 bañ.
1 par.",63,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-2-habitaciones-2-banos-1-garajes/687-M5547266,687-M5547266,94,36
"Local Comercial en Arriendo, MONTERREY, Medellín",MONTERREY | Otros | Medellín,$27.000.000,500 m²,500,,,,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin/16642-M5621194,16642-M5621194,94,37
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$7.500.000,"187 m²
3 hab.
4 bañ.
2 par.",187,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-3-habitaciones-4-banos-2-garajes/687-M4893808,687-M4893808,94,38
"Apartamento en Arriendo, El Poblado, Medellín",El Poblado | Medellín,$4.200.000,"85 m²
3 hab.
2 bañ.
1 par.",85,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-3-habitaciones-2-banos-1-garajes/20769-M5990335,20769-M5990335,94,39
"Apartamento en Arriendo, LAURELES, Medellín",LAURELES | Noroccidente | Medellín,$4.400.000,"110 m²
3 hab.
3 bañ.
2 par.",110,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-conquistadores-3-habitaciones-3-banos-2-garajes/12116-M4127168,12116-M4127168,94,40
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$4.250.000,"85 m²
2 hab.
3 bañ.
2 par.",85,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-2-habitaciones-3-banos-2-garajes/687-M5597265,687-M5597265,94,41
"Apartamento en Arriendo, EL TESORO, Medellín",EL TESORO | Suroriente | Medellín,$15.000.000,"300 m²
3 hab.
4 bañ.
3 par.",300,3,4,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-4-banos-3-garajes/16174-M5575981,16174-M5575981,94,42
"Casa en Arriendo, Los Balsos, Medellín",Los Balsos | Medellín,$7.800.000,"207 m²
3 hab.
3 bañ.
2 par.",207,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-los-balsos-3-habitaciones-3-banos-2-garajes/4229-M6014714,4229-M6014714,94,43
"Apartamento en Arriendo, Calasanz, Medellín",Calasanz | Medellín,$3.100.000,"90 m²
3 hab.
3 bañ.
1 par.",90,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-calasanz-3-habitaciones-3-banos-1-garajes/4673-M5860355,4673-M5860355,94,44
"Apartamento en Arriendo, PATIO BONITO, Medellín",PATIO BONITO | Suroriente | Medellín,$4.500.000,"108 m²
3 hab.
2 bañ.
1 par.",108,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-2-banos-1-garajes/16174-M5852402,16174-M5852402,94,45
"Apartamento en Arriendo, LAS PALMAS, Medellín",LAS PALMAS | Nororiente | Medellín,$4.500.000,"90 m²
3 hab.
3 bañ.
2 par.",90,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-asomadera-no2-3-habitaciones-3-banos-2-garajes/16174-M6013782,16174-M6013782,94,46
"Apartamento en Arriendo, CASTROPOL, Medellín",CASTROPOL | Suroriente | Medellín,$5.000.000,"110 m²
3 hab.
2 bañ.
2 par.",110,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-2-banos-2-garajes/16174-M5653376,16174-M5653376,94,47
"Apartamento en Arriendo, LAURELES, Medellín",LAURELES | Noroccidente | Medellín,$3.000.000,"35 m²
1 hab.
1 bañ.
1 par.",35,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-1-habitaciones-1-banos-1-garajes/16613-M4995673,16613-M4995673,94,48
"Apartamento en Arriendo, Poblado San Lucas, Medellín",Poblado San Lucas | Medellín,$5.700.000,"90 m²
1 hab.
2 bañ.
2 par.",90,1,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-san-lucas-1-habitaciones-2-banos-2-garajes/18597-M6041212,18597-M6041212,94,49
"Apartamento en Arriendo, Belen, Medellín",Belen | Medellín,$2.700.000,"75 m²
3 hab.
2 bañ.
1 par.",75,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-belen-3-habitaciones-2-banos-1-garajes/18597-M6041584,18597-M6041584,94,50
"Oficina en Arriendo, Aguacatala, Medellín",Aguacatala | Medellín,$6.200.000,"90 m²
2 bañ.
1 par.",90,,2,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-aguacatala-2-banos-1-garajes/18597-M6063879,18597-M6063879,94,51
"Apartamento en Arriendo, San Diego, Medellín",San Diego | Medellín,$2.600.000,"54 m²
2 hab.
2 bañ.",54,2,2,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-diego-2-habitaciones-2-banos/14059-M5593208,14059-M5593208,94,52
"Apartamento en Arriendo, Patio Bonito, Medellín",Patio Bonito | Medellín,$4.200.000,"58 m²
1 hab.
1 bañ.
1 par.",58,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-patio-bonito-1-habitaciones-1-banos-1-garajes/847-M6002173,847-M6002173,94,53
"Apartamento en Arriendo, El Poblado, Medellín",El Poblado | Suroriente | Medellín,$4.500.000,"55 m²
1 hab.
5 bañ.",55,1,5,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-1-habitaciones-5-banos/2895-M5325679,2895-M5325679,95,1
"Apartamento en Arriendo, El Poblado, Medellín",El Poblado | Medellín,$7.300.000,"180 m²
3 hab.
4 bañ.
2 par.",180,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-3-habitaciones-4-banos-2-garajes/20772-M5993699,20772-M5993699,95,2
"Apartamento en Arriendo, Campo Alegre, Medellín",Campo Alegre | Medellín,$2.400.000,"70 m²
2 hab.
2 bañ.
1 par.",70,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-campo-alegre-2-habitaciones-2-banos-1-garajes/19259-M6040759,19259-M6040759,95,3
"Oficina en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$25.000.000,"500 m²
3 bañ.
4 par.",500,,3,4,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-la-aguacatala-3-banos-4-garajes/687-M3990348,687-M3990348,95,4
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$8.200.000,"115 m²
3 hab.
2 bañ.
1 par.",115,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-3-habitaciones-2-banos-1-garajes/687-M3215623,687-M3215623,95,5
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$6.650.000,"137 m²
3 hab.
4 bañ.
2 par.",137,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-3-habitaciones-4-banos-2-garajes/687-M5246049,687-M5246049,95,6
